Treatment,Botrytis,Drought,High Light,Pst,Long Day Senescence,Short Day Senescence
CATMA4c42502,1,0,0,1,1,1
CATMA4c42504,0,0,0,0,1,1
CATMA4c42505,0,0,1,0,0,0
CATMA4c42506,0,0,0,0,1,0
CATMA4c42507,1,0,1,1,0,1
CATMA4c42512,1,0,0,0,0,0
CATMA4c42515,0,0,1,0,1,0
CATMA4c42516,0,1,0,0,0,0
CATMA4c42519,1,0,0,0,0,0
CATMA4c42521,1,1,1,1,1,1
CATMA4c42523,1,0,1,0,0,0
CATMA4c42526,1,0,0,0,1,1
CATMA4c42529,1,1,0,1,1,1
CATMA4c42531,1,0,0,0,1,0
CATMA4c42532,0,0,0,1,0,1
CATMA4c42533,1,0,0,1,1,0
CATMA4c42535,1,0,0,0,1,1
CATMA4c42536,0,0,1,0,0,0
CATMA4c42538,1,0,0,0,0,0
CATMA4c42539,1,0,1,0,0,0
CATMA4c42540,1,1,1,1,1,1
CATMA4c42541,1,0,0,0,0,0
CATMA4c42543,1,0,1,0,0,0
CATMA4c42544,1,1,1,1,1,1
CATMA4c42545,1,0,0,0,0,1
CATMA4c42549,1,0,1,0,0,0
CATMA4c42552,0,0,1,0,0,0
CATMA4c42555,1,0,0,0,0,0
CATMA4c42556,1,0,0,1,1,0
CATMA4c42557,0,0,1,0,1,1
CATMA4c42560,1,0,1,0,1,1
CATMA4c42563,1,1,0,0,0,0
CATMA4c42564,0,0,0,0,1,0
CATMA4c42565,1,1,0,0,1,1
CATMA4c42568,0,0,0,1,0,0
CATMA4c42570,1,0,0,0,0,0
CATMA4c42574,1,0,1,0,1,0
CATMA4c42576,1,0,1,1,0,0
CATMA4c42580,1,0,1,0,0,0
CATMA4c42581,1,0,0,1,1,0
CATMA4c42585,0,0,0,1,0,0
CATMA4c42587,0,0,1,0,1,1
CATMA4c42588,0,0,1,0,0,0
CATMA4c42591,1,0,1,1,0,0
CATMA4c42592,1,0,0,1,1,0
CATMA4c42593,0,0,0,0,1,1
CATMA4c42594,1,0,1,0,0,0
CATMA4c42596,1,0,0,1,1,0
CATMA4c42597,0,0,0,1,0,0
CATMA4c42598,1,0,1,1,1,1
CATMA4c42602,0,1,1,0,0,1
CATMA4c42604,0,0,1,0,1,0
CATMA4c42606,0,0,1,0,0,0
CATMA4c42607,0,0,1,0,0,0
CATMA4c42608,1,0,1,0,0,0
CATMA4c42612,1,0,0,0,0,0
CATMA4c42613,0,0,0,1,1,1
CATMA4c42614,1,0,0,1,1,0
CATMA4c42615,0,0,0,1,0,1
CATMA4c42616,0,1,0,0,0,0
CATMA4c42618,0,0,0,1,1,1
CATMA4c42622,0,0,0,0,0,1
CATMA4c42628,0,0,0,1,1,1
CATMA4c42631,0,0,1,0,0,0
CATMA4c42634,0,0,0,1,0,0
CATMA4c42635,1,0,0,0,0,0
CATMA4c42637,1,0,1,0,0,0
CATMA4c42639,0,0,0,1,0,0
CATMA4c42642,1,0,0,0,1,1
CATMA4c42645,1,0,0,1,0,0
CATMA4c42650,0,0,1,0,0,0
CATMA4c42651,1,0,0,0,0,0
CATMA4c42652,0,0,1,0,1,0
CATMA4c42657,0,1,0,0,0,0
CATMA4c42658,0,0,0,1,1,0
CATMA4c42660,1,0,0,1,0,0
CATMA4c42661,0,1,0,0,0,0
CATMA4c42662,1,1,0,1,1,1
CATMA4c42663,1,0,0,0,0,1
CATMA4c42666,1,0,0,1,1,1
CATMA4c42667,0,0,0,0,1,0
CATMA4c42668,1,1,1,0,1,0
CATMA4c42669,1,0,1,1,1,0
CATMA4c42670,0,0,1,0,0,0
CATMA4c42671,1,0,1,0,0,0
CATMA4c42672,1,0,0,0,0,0
CATMA4c42674,1,0,0,1,1,1
CATMA4c42675,0,0,1,0,1,0
CATMA4c42676,0,1,1,1,0,1
CATMA4c42677,0,0,0,1,1,0
CATMA4c42678,1,0,0,0,1,0
CATMA4c42683,0,0,0,1,0,0
CATMA4c42685,1,1,0,1,1,0
CATMA4c42686,1,0,0,1,1,0
CATMA4c42687,1,0,0,1,0,0
CATMA4c42690,1,0,0,1,0,0
CATMA4c42694,1,0,1,0,1,1
CATMA4c42695,0,1,0,1,0,1
CATMA4c42696,0,1,1,0,1,1
CATMA4c42697,0,0,0,0,1,1
CATMA4c42698,0,0,1,0,0,0
CATMA4c42700,0,0,1,0,0,0
CATMA4c42701,1,1,1,1,1,1
CATMA4c42702,0,0,1,0,0,0
CATMA4c42706,0,0,1,0,0,0
CATMA4c42707,1,0,0,1,1,1
CATMA4c42708,1,0,0,0,0,0
CATMA4c42709,1,1,1,1,0,0
CATMA4c42710,1,1,1,0,1,0
CATMA4c42711,1,0,0,1,0,0
CATMA4c42712,0,0,0,1,1,1
CATMA4c42713,0,0,1,0,1,1
CATMA4c42714,0,0,0,0,0,1
CATMA4c42715,0,0,0,0,1,0
CATMA4c42721,0,0,0,0,1,0
CATMA4c42726,1,0,0,0,1,0
CATMA4c42750,0,0,0,0,0,1
CATMA4c42751,1,0,0,0,0,0
CATMA4c42763,0,0,0,0,1,0
CATMA4c42764,0,0,0,0,0,1
CATMA4c42777,0,1,0,0,0,0
CATMA4c42782,0,0,1,1,1,0
CATMA4c42786,0,1,0,1,0,0
CATMA4c42789,1,0,0,0,1,0
CATMA4c42796,0,1,1,0,1,0
CATMA4c42799,1,0,1,1,0,0
CATMA4c42807,0,0,1,0,0,0
CATMA4c42834,0,0,1,0,0,0
CATMA4c42840,0,0,0,0,0,1
CATMA4c42842,0,0,0,1,0,0
CATMA4c42843,0,0,0,0,1,0
CATMA4c42854,0,0,0,1,0,1
CATMA4c42855,0,0,0,1,0,0
CATMA4ctrL18,0,0,1,0,0,1
CATMA4ctrL21,1,0,1,1,0,0
CATMA5a00030,0,1,0,0,1,1
CATMA5a00040,1,0,0,1,0,0
CATMA5a00100,0,1,1,0,1,1
CATMA5a00120,1,1,0,1,0,0
CATMA5a00130,1,1,0,0,1,0
CATMA5a00140,0,0,0,0,0,1
CATMA5a00190,0,0,0,1,0,1
CATMA5a00200,0,0,0,0,1,0
CATMA5a00240,1,0,1,1,1,0
CATMA5a00250,1,0,1,1,1,1
CATMA5a00260,1,0,1,1,1,0
CATMA5a00270,1,0,1,0,0,0
CATMA5a00275,0,0,0,1,0,0
CATMA5a00280,1,0,0,1,0,0
CATMA5a00290,1,1,0,0,0,0
CATMA5a00340,0,0,0,0,1,0
CATMA5a00360,1,0,0,0,1,0
CATMA5a00410,1,0,1,1,0,0
CATMA5a00420,0,1,1,1,1,1
CATMA5a00450,1,0,0,1,1,0
CATMA5a00460,0,0,1,0,0,0
CATMA5a00480,0,1,0,1,1,0
CATMA5a00490,0,0,0,1,1,0
CATMA5a00510,0,1,1,0,1,0
CATMA5a00520,1,0,0,0,0,0
CATMA5a00530,1,0,1,0,1,0
CATMA5a00560,1,0,1,1,0,0
CATMA5a00570,0,0,1,0,0,0
CATMA5a00580,1,1,1,0,1,0
CATMA5a00590,1,0,1,1,1,1
CATMA5a00600,0,0,0,0,1,0
CATMA5a00620,0,0,0,1,0,0
CATMA5a00650,1,0,1,1,1,1
CATMA5a00660,0,0,1,0,1,0
CATMA5a00670,0,0,0,0,1,1
CATMA5a00700,1,0,0,0,0,0
CATMA5a00740,1,0,0,0,0,0
CATMA5a00750,0,0,1,0,0,0
CATMA5a00760,0,0,0,0,0,1
CATMA5a00770,1,0,0,0,1,1
CATMA5a00790,1,0,0,1,0,0
CATMA5a00800,1,1,1,0,1,0
CATMA5a00820,1,0,0,0,0,0
CATMA5a00840,0,0,1,0,0,0
CATMA5a00850,0,1,0,1,0,0
CATMA5a00860,1,0,0,1,1,0
CATMA5a00870,1,1,1,1,1,1
CATMA5a00880,1,0,0,1,1,1
CATMA5a00890,1,0,1,0,0,0
CATMA5a00900,0,0,0,0,0,1
CATMA5a00910,1,0,0,0,1,1
CATMA5a00940,0,1,0,0,1,1
CATMA5a00950,1,0,1,0,0,1
CATMA5a00960,1,0,0,1,0,0
CATMA5a00990,1,0,0,1,1,1
CATMA5a01000,1,0,0,0,1,1
CATMA5a01010,0,0,1,1,0,0
CATMA5a01020,0,0,0,0,1,1
CATMA5a01030,0,0,1,0,0,0
CATMA5a01040,1,0,0,0,1,0
CATMA5a01050,1,0,1,0,0,1
CATMA5a01060,0,0,1,1,0,1
CATMA5a01070,0,1,1,0,1,1
CATMA5a01110,0,0,0,1,0,0
CATMA5a01120,1,0,0,1,1,1
CATMA5a01130,0,0,1,0,0,0
CATMA5a01140,0,0,1,0,0,0
CATMA5a01170,1,0,0,0,0,1
CATMA5a01180,1,0,1,1,1,1
CATMA5a01190,0,0,0,0,1,0
CATMA5a01195,1,0,0,1,1,1
CATMA5a01200,1,0,0,0,0,0
CATMA5a01220,1,1,0,0,0,1
CATMA5a01230,0,1,0,0,1,0
CATMA5a01260,0,0,1,0,0,0
CATMA5a01270,1,0,0,0,1,1
CATMA5a01300,1,1,1,0,1,0
CATMA5a01310,1,0,1,0,1,0
CATMA5a01330,1,0,0,0,1,0
CATMA5a01340,0,0,1,0,0,1
CATMA5a01350,0,1,1,0,1,0
CATMA5a01365,0,0,1,0,0,1
CATMA5a01370,0,0,0,0,0,1
CATMA5a01440,1,0,0,0,0,0
CATMA5a01450,0,0,1,0,1,0
CATMA5a01480,0,0,0,0,1,0
CATMA5a01500,1,0,0,1,1,0
CATMA5a01520,0,0,0,0,1,0
CATMA5a01530,1,1,0,0,0,1
CATMA5a01540,1,1,0,1,0,0
CATMA5a01550,1,0,0,1,0,0
CATMA5a01560,1,1,0,0,0,0
CATMA5a01570,1,0,1,0,1,0
CATMA5a01580,1,0,1,0,0,0
CATMA5a01620,0,0,0,0,1,1
CATMA5a01630,0,0,0,0,0,1
CATMA5a01640,1,1,1,0,1,1
CATMA5a01660,1,0,0,0,1,1
CATMA5a01670,1,1,1,0,1,0
CATMA5a01680,1,0,0,1,0,0
CATMA5a01690,0,1,0,0,1,1
CATMA5a01700,1,1,1,0,0,0
CATMA5a01710,1,1,1,0,0,1
CATMA5a01730,1,0,0,0,0,0
CATMA5a01790,0,0,1,0,0,1
CATMA5a01800,1,0,1,0,1,1
CATMA5a01810,1,0,0,0,0,0
CATMA5a01830,1,0,0,0,0,0
CATMA5a01840,1,0,0,0,1,1
CATMA5a01850,0,0,0,0,0,1
CATMA5a01860,1,0,0,1,1,0
CATMA5a01880,1,0,0,0,1,1
CATMA5a01890,0,0,1,0,1,0
CATMA5a01900,1,0,1,1,0,1
CATMA5a01910,1,0,0,1,1,1
CATMA5a01920,1,0,0,0,0,0
CATMA5a01930,1,0,0,0,0,0
CATMA5a01940,1,0,0,1,1,1
CATMA5a01950,1,1,1,0,1,1
CATMA5a01970,0,0,0,0,0,1
CATMA5a01990,1,0,1,1,1,1
CATMA5a02030,1,1,1,0,1,0
CATMA5a02050,0,0,1,1,0,1
CATMA5a02060,0,0,0,0,0,1
CATMA5a02070,1,1,0,0,0,0
CATMA5a02150,0,0,1,0,1,1
CATMA5a02160,1,0,1,0,0,0
CATMA5a02170,1,0,0,0,1,0
CATMA5a02180,0,0,1,0,0,0
CATMA5a02220,1,1,0,0,0,0
CATMA5a02230,0,0,1,0,1,0
CATMA5a02240,0,1,1,0,1,0
CATMA5a02260,1,0,0,0,0,1
CATMA5a02280,0,0,1,0,0,0
CATMA5a02290,1,1,1,0,0,0
CATMA5a02300,1,1,1,0,0,1
CATMA5a02310,0,1,1,1,1,0
CATMA5a02320,0,1,1,1,1,1
CATMA5a02330,1,0,1,1,1,1
CATMA5a02340,0,1,1,0,1,1
CATMA5a02350,1,1,1,0,1,1
CATMA5a02370,0,0,0,0,1,1
CATMA5a02385,1,1,1,0,0,1
CATMA5a02400,0,1,0,1,0,0
CATMA5a02410,1,0,0,0,1,1
CATMA5a02440,1,0,1,0,0,1
CATMA5a02460,0,1,1,0,1,0
CATMA5a02500,1,0,1,0,0,0
CATMA5a02510,1,0,0,1,1,0
CATMA5a02520,1,0,0,0,0,0
CATMA5a02550,1,1,1,0,1,0
CATMA5a02560,1,0,0,0,0,0
CATMA5a02570,1,0,0,1,0,0
CATMA5a02590,1,1,1,1,0,0
CATMA5a02600,0,1,0,0,0,1
CATMA5a02610,1,0,1,0,0,0
CATMA5a02620,1,0,0,0,1,1
CATMA5a02630,0,0,0,0,1,1
CATMA5a02640,0,0,0,0,1,1
CATMA5a02645,0,0,0,0,1,1
CATMA5a02650,0,1,1,0,1,0
CATMA5a02660,1,0,0,0,1,0
CATMA5a02700,1,1,1,0,1,0
CATMA5a02705,1,0,1,0,0,0
CATMA5a02720,0,0,1,0,1,0
CATMA5a02730,1,1,1,1,1,1
CATMA5a02740,1,1,1,0,1,1
CATMA5a02750,0,1,1,0,1,1
CATMA5a02760,0,0,1,0,0,0
CATMA5a02770,1,0,1,0,0,0
CATMA5a02780,0,0,1,0,0,0
CATMA5a02790,1,0,0,1,1,0
CATMA5a02810,1,0,1,1,1,1
CATMA5a02830,1,1,1,1,1,1
CATMA5a02850,0,0,0,0,1,0
CATMA5a02860,0,0,1,0,0,0
CATMA5a02900,0,0,1,0,1,0
CATMA5a02913,0,0,0,0,1,1
CATMA5a02916,1,0,1,0,0,0
CATMA5a02940,1,1,0,1,0,1
CATMA5a02950,0,0,0,1,1,0
CATMA5a02970,1,1,0,1,0,0
CATMA5a03030,0,0,1,0,0,0
CATMA5a03060,0,0,0,0,1,0
CATMA5a03070,1,0,0,0,1,0
CATMA5a03080,0,0,0,1,0,0
CATMA5a03090,0,0,1,1,1,0
CATMA5a03100,1,0,0,1,1,0
CATMA5a03135,0,0,0,1,1,0
CATMA5a03160,0,0,1,1,1,1
CATMA5a03170,1,0,0,0,0,0
CATMA5a03180,0,0,1,0,0,0
CATMA5a03190,0,1,0,0,0,0
CATMA5a03200,1,0,1,0,0,0
CATMA5a03210,0,1,0,0,0,0
CATMA5a03230,0,0,1,1,1,1
CATMA5a03240,0,0,0,1,0,0
CATMA5a03270,0,0,0,0,1,0
CATMA5a03280,0,0,0,0,0,1
CATMA5a03290,1,1,0,0,0,0
CATMA5a03310,1,0,1,0,1,1
CATMA5a03320,1,0,0,1,1,0
CATMA5a03330,1,0,0,1,1,0
CATMA5a03340,1,1,0,0,1,1
CATMA5a03350,1,0,0,0,0,1
CATMA5a03360,0,0,1,0,1,1
CATMA5a03380,0,0,0,0,1,0
CATMA5a03400,0,0,1,0,1,1
CATMA5a03420,1,0,1,1,1,0
CATMA5a03450,1,0,0,1,1,0
CATMA5a03460,0,0,0,0,0,1
CATMA5a03470,1,0,1,0,1,1
CATMA5a03480,0,0,1,0,0,0
CATMA5a03490,0,0,1,1,0,0
CATMA5a03500,1,0,0,1,0,1
CATMA5a03510,1,0,0,0,1,0
CATMA5a03530,0,0,0,0,1,1
CATMA5a03540,1,0,0,0,0,0
CATMA5a03550,0,0,0,1,0,1
CATMA5a03560,0,0,1,0,0,0
CATMA5a03580,1,0,0,0,1,0
CATMA5a03640,0,0,0,0,1,0
CATMA5a03645,0,0,1,1,1,1
CATMA5a03650,1,0,1,0,1,0
CATMA5a03660,1,0,1,1,1,1
CATMA5a03670,1,1,0,1,0,0
CATMA5a03700,1,0,1,0,0,0
CATMA5a03720,0,0,1,1,1,1
CATMA5a03730,1,0,0,0,0,0
CATMA5a03735,1,0,0,1,0,0
CATMA5a03740,0,0,0,1,1,0
CATMA5a03750,1,1,0,0,1,1
CATMA5a03760,0,0,0,1,1,1
CATMA5a03770,0,0,1,0,0,0
CATMA5a03780,0,0,0,0,0,1
CATMA5a03790,0,0,0,0,1,0
CATMA5a03795,1,0,0,0,1,0
CATMA5a03800,1,0,0,1,0,0
CATMA5a03820,0,0,0,0,1,0
CATMA5a03860,1,1,1,0,0,1
CATMA5a03880,0,0,0,0,1,0
CATMA5a03901,1,0,0,0,1,0
CATMA5a03912,0,0,1,0,0,1
CATMA5a03924,0,0,0,1,1,0
CATMA5a03980,1,0,1,1,1,0
CATMA5a04000,0,0,0,1,1,0
CATMA5a04010,0,0,1,0,0,0
CATMA5a04020,1,0,0,0,1,1
CATMA5a04040,0,0,0,1,0,0
CATMA5a04045,0,0,1,0,1,1
CATMA5a04050,0,0,0,0,1,1
CATMA5a04055,1,0,0,0,0,0
CATMA5a04060,1,0,0,0,0,0
CATMA5a04070,1,0,1,1,0,0
CATMA5a04080,0,0,0,1,1,1
CATMA5a04090,1,0,0,0,0,0
CATMA5a04100,1,0,1,0,0,0
CATMA5a04120,1,1,1,1,0,0
CATMA5a04175,0,1,1,0,0,0
CATMA5a04180,0,0,1,0,1,0
CATMA5a04200,1,0,0,0,0,0
CATMA5a04260,1,0,0,0,0,0
CATMA5a04280,1,0,0,0,0,1
CATMA5a04290,0,1,1,0,0,0
CATMA5a04300,1,0,0,1,1,1
CATMA5a04310,0,0,0,0,1,1
CATMA5a04360,0,0,1,0,0,0
CATMA5a04375,1,0,1,1,1,0
CATMA5a04380,1,0,0,0,0,0
CATMA5a04390,0,0,0,1,1,0
CATMA5a04400,1,1,0,1,0,0
CATMA5a04420,0,0,0,0,1,0
CATMA5a04430,0,0,0,0,1,1
CATMA5a04450,0,0,1,0,0,0
CATMA5a04460,1,1,0,0,1,0
CATMA5a04475,0,0,0,1,0,0
CATMA5a04500,0,0,0,1,1,1
CATMA5a04520,1,0,0,1,1,0
CATMA5a04540,1,0,0,0,0,0
CATMA5a04550,1,0,1,1,0,0
CATMA5a04585,1,0,1,1,1,1
CATMA5a04590,0,0,0,0,1,0
CATMA5a04600,1,1,0,0,0,0
CATMA5a04630,1,0,0,0,0,0
CATMA5a04640,1,0,0,0,0,0
CATMA5a04650,1,0,0,1,0,1
CATMA5a04670,0,0,0,0,0,1
CATMA5a04680,0,0,0,0,1,0
CATMA5a04690,0,0,0,1,0,0
CATMA5a04700,1,0,0,0,0,0
CATMA5a04710,0,0,1,0,0,0
CATMA5a04720,1,0,0,0,0,0
CATMA5a04750,0,0,1,0,0,0
CATMA5a04770,0,0,1,0,0,0
CATMA5a04775,0,1,0,1,1,1
CATMA5a04790,1,0,0,0,1,0
CATMA5a04800,1,0,1,1,0,0
CATMA5a04830,1,0,0,0,0,1
CATMA5a04840,0,0,1,0,1,0
CATMA5a04860,1,0,0,0,1,0
CATMA5a04870,0,0,1,0,0,0
CATMA5a04882,0,0,0,1,1,0
CATMA5a04887,1,0,1,0,0,1
CATMA5a04890,1,0,0,1,1,0
CATMA5a04910,1,0,0,1,0,0
CATMA5a04920,1,0,0,1,1,1
CATMA5a04930,1,0,0,1,1,1
CATMA5a04940,1,0,0,0,1,0
CATMA5a04955,0,1,0,1,0,0
CATMA5a04960,1,0,1,1,1,0
CATMA5a04970,1,0,1,0,0,0
CATMA5a04990,1,0,0,0,0,0
CATMA5a05010,1,1,1,1,1,1
CATMA5a05020,0,1,1,0,1,1
CATMA5a05030,1,0,0,0,0,0
CATMA5a05040,1,0,1,0,0,0
CATMA5a05050,0,1,0,0,0,0
CATMA5a05060,1,1,1,1,1,0
CATMA5a05110,1,0,0,0,0,0
CATMA5a05120,1,0,1,1,1,1
CATMA5a05130,0,0,0,0,1,0
CATMA5a05140,1,0,0,0,0,1
CATMA5a05150,1,0,1,0,1,0
CATMA5a05170,1,0,0,0,1,0
CATMA5a05180,1,1,0,0,0,0
CATMA5a05210,1,0,1,0,0,0
CATMA5a05220,1,0,0,0,0,0
CATMA5a05230,1,0,0,0,1,0
CATMA5a05240,1,0,1,0,1,1
CATMA5a05250,1,1,1,1,1,0
CATMA5a05340,1,0,0,1,0,1
CATMA5a05390,1,0,1,1,0,0
CATMA5a05410,0,0,0,0,1,1
CATMA5a05420,0,0,0,1,1,0
CATMA5a05430,0,0,0,0,1,0
CATMA5a05440,1,0,0,0,0,0
CATMA5a05450,1,0,0,0,0,0
CATMA5a05460,1,0,1,0,1,1
CATMA5a05490,0,1,1,0,1,0
CATMA5a05500,1,1,1,1,1,1
CATMA5a05510,1,1,0,0,1,1
CATMA5a05520,1,0,0,0,0,0
CATMA5a05530,1,1,1,0,1,0
CATMA5a05550,1,0,0,0,1,0
CATMA5a05570,1,0,1,0,0,0
CATMA5a05580,0,0,0,1,1,1
CATMA5a05620,1,0,0,0,0,0
CATMA5a05650,1,1,1,0,1,0
CATMA5a05670,0,0,0,0,1,0
CATMA5a05700,1,0,0,0,1,0
CATMA5a05710,1,0,0,0,0,0
CATMA5a05720,1,1,1,1,1,1
CATMA5a05740,1,1,1,1,1,1
CATMA5a05750,1,0,0,0,0,0
CATMA5a05760,1,0,0,1,0,0
CATMA5a05770,0,0,0,1,1,0
CATMA5a05780,0,0,0,0,1,0
CATMA5a05800,0,0,0,0,1,0
CATMA5a05810,0,0,1,0,0,0
CATMA5a05820,1,0,0,0,0,0
CATMA5a05860,0,0,0,0,1,0
CATMA5a05880,1,1,0,1,0,0
CATMA5a05885,1,0,0,1,1,0
CATMA5a05890,1,0,0,0,1,0
CATMA5a05910,1,0,0,0,1,0
CATMA5a05930,0,0,0,1,0,0
CATMA5a05940,0,0,0,1,0,0
CATMA5a05955,0,0,0,1,1,0
CATMA5a05960,1,0,0,1,1,1
CATMA5a06070,1,1,1,0,0,0
CATMA5a06073,1,1,1,0,1,0
CATMA5a06076,0,1,1,0,1,0
CATMA5a06095,1,0,1,0,0,0
CATMA5a06125,0,1,1,0,1,0
CATMA5a06130,1,0,0,0,1,1
CATMA5a06140,0,0,1,0,1,1
CATMA5a06160,0,0,1,0,1,0
CATMA5a06200,1,0,0,1,1,1
CATMA5a06210,1,0,1,0,1,1
CATMA5a06260,0,0,0,0,1,0
CATMA5a06270,1,1,0,0,1,1
CATMA5a06280,0,0,1,1,1,1
CATMA5a06320,1,0,0,0,1,1
CATMA5a06330,0,0,0,0,1,1
CATMA5a06360,1,0,1,0,1,1
CATMA5a06420,0,0,0,0,1,1
CATMA5a06440,1,0,0,1,1,1
CATMA5a06450,1,1,0,0,1,0
CATMA5a06480,0,0,1,0,0,0
CATMA5a06490,0,0,1,0,0,0
CATMA5a06510,0,0,1,1,1,1
CATMA5a06520,0,0,0,0,1,0
CATMA5a06540,0,0,0,0,1,0
CATMA5a06560,1,0,0,1,0,0
CATMA5a06570,1,0,0,0,0,0
CATMA5a06590,1,0,0,0,0,0
CATMA5a06620,0,0,1,0,0,0
CATMA5a06640,0,0,0,0,1,0
CATMA5a06655,1,0,0,1,1,0
CATMA5a06670,1,0,1,1,0,0
CATMA5a06675,0,0,0,0,1,1
CATMA5a06700,1,0,0,0,0,0
CATMA5a06705,0,0,0,0,1,1
CATMA5a06720,0,1,0,0,0,0
CATMA5a06730,1,0,1,0,0,0
CATMA5a06737,1,0,0,0,0,0
CATMA5a06752,1,0,0,0,0,0
CATMA5a06770,1,1,0,0,1,1
CATMA5a06800,1,0,1,1,1,0
CATMA5a06810,1,1,1,1,1,1
CATMA5a06830,1,0,1,0,1,1
CATMA5a06840,0,0,0,0,1,1
CATMA5a06850,0,0,1,0,0,0
CATMA5a06900,0,0,0,0,1,0
CATMA5a06920,0,0,0,0,1,1
CATMA5a06925,1,1,1,1,1,1
CATMA5a06930,0,0,1,0,1,0
CATMA5a06960,1,0,0,1,1,0
CATMA5a06970,0,0,0,0,0,1
CATMA5a07040,1,1,0,0,1,0
CATMA5a07070,1,0,1,1,0,0
CATMA5a07080,0,0,0,0,0,1
CATMA5a07090,0,1,1,1,1,1
CATMA5a07120,1,1,0,0,1,1
CATMA5a07140,1,0,1,0,1,1
CATMA5a07150,0,0,0,1,0,1
CATMA5a07170,1,1,0,0,1,1
CATMA5a07190,1,0,1,0,0,1
CATMA5a07200,1,1,0,0,0,1
CATMA5a07210,1,0,0,0,0,0
CATMA5a07240,1,1,1,0,1,0
CATMA5a07270,1,1,1,0,1,1
CATMA5a07290,0,0,1,0,0,0
CATMA5a07300,1,1,0,1,1,1
CATMA5a07310,1,0,1,0,0,0
CATMA5a07330,1,0,1,0,0,0
CATMA5a07350,1,1,1,1,0,1
CATMA5a07400,0,0,0,1,0,0
CATMA5a07410,1,0,0,1,1,1
CATMA5a07440,0,1,0,0,0,0
CATMA5a07450,1,0,1,0,0,0
CATMA5a07460,0,0,1,0,1,0
CATMA5a07480,0,0,1,0,0,0
CATMA5a07500,1,1,0,1,1,1
CATMA5a07520,1,0,0,1,1,0
CATMA5a07540,1,1,1,1,1,1
CATMA5a07550,0,0,0,0,1,0
CATMA5a07560,1,1,0,0,0,0
CATMA5a07590,1,0,0,0,0,0
CATMA5a07600,1,0,1,1,1,1
CATMA5a07620,1,0,1,0,0,0
CATMA5a07630,0,0,0,0,1,1
CATMA5a07650,1,0,1,1,1,0
CATMA5a07660,1,0,0,1,0,0
CATMA5a07680,0,0,0,0,1,0
CATMA5a07690,1,0,1,0,0,0
CATMA5a07700,0,0,1,0,0,0
CATMA5a07710,0,0,1,0,1,0
CATMA5a07720,1,1,0,0,1,0
CATMA5a07730,1,0,0,0,0,0
CATMA5a07740,0,0,0,0,1,0
CATMA5a07750,1,1,0,0,0,0
CATMA5a07770,1,0,0,0,0,1
CATMA5a07790,1,0,0,1,1,1
CATMA5a07820,1,0,0,0,1,1
CATMA5a07830,0,0,1,0,1,0
CATMA5a07840,1,0,1,0,0,0
CATMA5a07850,0,0,1,0,1,0
CATMA5a07860,0,0,1,0,0,0
CATMA5a07880,1,0,1,1,1,0
CATMA5a07890,1,0,0,0,0,0
CATMA5a07900,0,0,1,1,1,1
CATMA5a07910,0,0,1,0,0,0
CATMA5a07920,1,0,1,0,0,1
CATMA5a07930,1,0,1,0,0,0
CATMA5a07935,1,1,1,1,1,1
CATMA5a07970,0,0,0,0,1,1
CATMA5a07975,1,0,0,1,0,1
CATMA5a07980,1,0,0,1,0,0
CATMA5a07985,0,1,0,0,1,1
CATMA5a08000,1,0,1,1,1,1
CATMA5a08030,1,0,1,0,1,1
CATMA5a08040,1,1,1,0,1,0
CATMA5a08060,1,0,0,0,0,0
CATMA5a08080,1,0,1,1,0,0
CATMA5a08100,0,0,0,0,1,0
CATMA5a08120,0,0,1,0,0,0
CATMA5a08130,1,0,1,1,1,0
CATMA5a08150,1,0,0,0,0,0
CATMA5a08200,1,0,0,0,0,0
CATMA5a08210,0,0,1,0,0,0
CATMA5a08220,1,0,0,0,0,0
CATMA5a08230,1,0,0,0,1,0
CATMA5a08240,0,0,0,0,1,1
CATMA5a08270,1,0,0,0,1,1
CATMA5a08280,1,0,0,0,0,0
CATMA5a08290,1,0,0,1,0,0
CATMA5a08300,1,0,0,0,0,0
CATMA5a08340,1,1,0,0,1,1
CATMA5a08350,0,0,0,0,1,0
CATMA5a08360,0,0,0,1,1,0
CATMA5a08370,1,0,0,0,0,0
CATMA5a08400,0,0,1,0,1,0
CATMA5a08415,1,1,1,0,0,0
CATMA5a08440,0,1,1,1,1,1
CATMA5a08450,0,0,0,0,1,0
CATMA5a08480,0,0,0,0,1,1
CATMA5a08485,1,0,0,1,1,0
CATMA5a08490,1,0,1,1,1,0
CATMA5a08500,1,0,0,1,1,1
CATMA5a08540,0,0,1,0,1,1
CATMA5a08550,1,0,0,0,0,0
CATMA5a08560,1,0,0,0,0,0
CATMA5a08570,1,0,0,1,1,1
CATMA5a08580,1,0,1,0,0,0
CATMA5a08610,1,0,0,1,0,0
CATMA5a08615,0,1,1,0,0,0
CATMA5a08620,0,0,0,1,1,1
CATMA5a08631,1,0,0,0,0,0
CATMA5a08637,1,1,1,0,1,1
CATMA5a08648,0,0,1,0,0,0
CATMA5a08653,1,0,0,0,0,0
CATMA5a08664,0,0,0,0,1,1
CATMA5a08730,0,0,1,0,0,0
CATMA5a08740,1,0,0,0,1,0
CATMA5a08750,1,0,1,1,1,1
CATMA5a08770,0,0,0,0,1,1
CATMA5a08780,0,0,0,1,1,0
CATMA5a08790,0,0,0,0,0,1
